course_number,section_number,professor,start_time,end_time,days,location
ENGL1320,042,James P. Davis,16:30,17:50,MW,Matthews Hall (MATT) 104
ENGL1320,043,Jamini Hariharan,15:30,16:50,TuTh,Music Building (MUSI) 127
ENGL1320,044,Jamini Hariharan,16:00,16:50,MWF,Environmental Science Building (ENV) 188
ENGL1320,045,Jennifer N. Tullos,11:00,11:50,MWF,Gateway Center (GATE) 096
ENGL1320,046,Jennifer N. Tullos,14:00,14:50,MWF,Chemistry Building (CHEM) 139
ENGL1320,047,John Muellner,08:00,08:50,MWF,Wooten Hall (WH) 294
ENGL1320,048,John Muellner,12:30,13:50,MW,Matthews Hall (MATT) 308
ENGL1320,049,Kaili Mora-Duarte,15:00,15:50,MWF,Matthews Hall (MATT) 304
ENGL1320,050,Kaili Mora-Duarte,14:00,14:50,MWF,Environmental Science Building (ENV) 252
ENGL1320,051,Katherine Schneider,08:00,08:50,MWF,Hickory Hall (HICK) 223
ENGL1320,052,Katherine Schneider,16:00,16:50,MWF,Auditorium Building (AUD) 212
ENGL1320,053,Kyle Kaczmarick,14:00,14:50,MWF,Language Building (LANG) 103
ENGL1320,054,Kyle Kaczmarick,14:00,14:50,MWF,Life Sciences Complex (LIFE) 366
ENGL1320,055,Laura Hensch,12:30,13:50,MW,Hickory Hall (HICK) 251
ENGL1320,056,Laura Hensch,11:00,11:50,MWF,Gateway Center (GATE) 063
ENGL1320,057,Laura Yeck,09:00,09:50,MWF,Matthews Hall (MATT) 114
ENGL1320,058,Laura Yeck,15:00,15:50,MWF,Life Sciences Complex (LIFE) 241
ENGL1320,059,Lauren J. Rogener,08:00,08:50,MWF,Hickory Hall (HICK) 201
ENGL1320,060,Lauren J. Rogener,09:00,09:50,MWF,Environmental Science Building (ENV) 168
ENGL1320,061,Lauren Kalstad,15:00,15:50,MWF,General Academic Building (GAB) 107
ENGL1320,062,Lauren Kalstad,08:00,08:50,MWF,Matthews Hall (MATT) 303
ENGL1320,063,Lauren Smithwick,12:00,12:50,MWF,Matthews Hall (MATT) 305
ENGL1320,064,Lauren Smithwick,08:00,08:50,MWF,Art Building (ART) 202
ENGL1320,065,LeeAnn Derdeyn,08:30,09:50,TuTh,Chemistry Building (CHEM) 298
ENGL1320,066,LeeAnn Derdeyn,16:00,16:50,MWF,Matthews Hall (MATT) 302
ENGL1320,067,Md Saifur Rahman,12:00,12:50,MWF,Language Building (LANG) 100
ENGL1320,068,Md Saifur Rahman,11:00,11:50,MWF,Language Building (LANG) 107
ENGL1320,069,Megan Lim,08:00,08:50,MWF,Life Sciences Complex (LIFE) 258
ENGL1320,070,Megan Lim,09:00,09:50,MWF,Wooten Hall (WH) 270
ENGL1320,071,Paria V. Rahmani,14:30,15:50,MW,Environmental Science Building (ENV) 182
ENGL1320,072,Paria V. Rahmani,08:00,08:50,MWF,Hickory Hall (HICK) 233
ENGL1320,073,Robert K. Upchurch,15:00,15:50,MWF,Environmental Science Building (ENV) 150
ENGL1320,074,Robert K. Upchurch,08:00,08:50,MWF,Life Sciences Complex (LIFE) 214
ENGL1320,075,Robin Coffelt,14:00,14:50,MWF,Art Building (ART) 200
ENGL1320,076,Robin Coffelt,12:00,12:50,MWF,Music Building (MUSI) 107
ENGL1320,077,Ross E. Wilcox,11:00,11:50,MWF,General Academic Building (GAB) 101
ENGL1320,078,Ross E. Wilcox,15:00,15:50,MWF,Business Leadership Building (BLB) 235
ENGL1320,079,Russell Kliebert,10:30,11:50,TuTh,Matthews Hall (MATT) 301
ENGL1320,080,Russell Kliebert,13:00,13:50,MWF,General Academic Building (GAB) 315
ENGL1320,081,Samantha Sorenson,10:00,10:50,MWF,Hickory Hall (HICK) 250
ENGL1320,082,Samantha Sorenson,15:00,15:50,MWF,Life Sciences Complex (LIFE) 340
ENGL1320,083,Samiha Matin,15:30,16:50,MW,Life Sciences Complex (LIFE) 202
ENGL1320,084,Samiha Matin,13:00,13:50,MWF,Business Leadership Building (BLB) 204
ENGL1320,085,Samrand Avestan,15:30,16:50,MW,Hickory Hall (HICK) 218
ENGL1320,086,Samrand Avestan,15:00,15:50,MWF,Life Sciences Complex (LIFE) 272
ENGL1320,087,Samuel Liberty,13:00,13:50,MWF,Art Building (ART) 223
ENGL1320,088,Samuel Liberty,16:00,16:50,MWF,Life Sciences Complex (LIFE) 104
ENGL1320,089,Sera Harris,15:00,15:50,MWF,Environmental Science Building (ENV) 167
ENGL1320,090,Sera Harris,15:00,15:50,MWF,General Academic Building (GAB) 120
ENGL1320,091,Shannon M. Abbott,10:00,10:50,MWF,General Academic Building (GAB) 119
ENGL1320,092,Shannon M. Abbott,13:30,14:50,TuTh,Gateway Center (GATE) 124
ENGL1320,093,Somin Lee,11:30,12:50,MW,Wooten Hall (WH) 274
ENGL1320,094,Somin Lee,16:00,16:50,MWF,Business Leadership Building (BLB) 212
ENGL1320,095,Stacy Short,13:00,13:50,MWF,Business Leadership Building (BLB) 017
ENGL1320,096,Stacy Short,09:00,09:50,MWF,General Academic Building (GAB) 333
ENGL1320,097,Stephanie Vastine,08:00,08:50,MWF,Life Sciences Complex (LIFE) 213
ENGL1320,098,Stephanie Vastine,09:00,09:50,MWF,General Academic Building (GAB) 446
ENGL1320,099,Triana Burroughs,14:00,14:50,MWF,Matthews Hall (MATT) 308
ENGL1320,100,Triana Burroughs,12:00,12:50,MWF,General Academic Building (GAB) 393
ENGL1320,101,Yeganeh Taghvimi,09:00,09:50,MWF,General Academic Building (GAB) 106
ENGL1320,102,Yeganeh Taghvimi,09:00,09:50,MWF,Matthews Hall (MATT) 101
ENGL4610,001,Jacqueline M. Foertsch,16:30,17:50,MW,Auditorium Building (AUD) 211
ENGL4610,002,Jacqueline M. Foertsch,12:00,12:50,MWF,Wooten Hall (WH) 110
ENGL3000,001,Ishanika Sharma,12:00,14:50,M,Life Sciences Complex (LIFE) 266
ENGL3000,002,Ishanika Sharma,11:00,11:50,MWF,Hickory Hall (HICK) 224
ENGL3000,003,Nora S. Gilbert,10:30,11:50,TuTh,Hickory Hall (HICK) 247
ENGL3000,004,Nora S. Gilbert,09:00,11:50,F,Art Annex (ARTA) 129
ENGL3000,005,Richard E. Joines,14:00,16:50,M,Life Sciences Complex (LIFE) 111
ENGL3000,006,Richard E. Joines,10:30,11:50,MW,Hickory Hall (HICK) 238
ENGL3000,007,Wonjeong Kim,13:30,14:50,MW,Hickory Hall (HICK) 220
ENGL3000,008,Wonjeong Kim,14:00,16:50,Th,Art Building (ART) 219
ENGL4260,001,Ian Finseth,16:30,17:50,TuTh,Life Sciences Complex (LIFE) 248
ENGL4260,002,Ian Finseth,13:30,14:50,MW,Matthews Hall (MATT) 114
ENGL4260,003,Joanna C. Davis-McElligatt,08:00,10:50,M,Environmental Science Building (ENV) 252
ENGL4260,004,Joanna C. Davis-McElligatt,16:00,16:50,MWF,Business Leadership Building (BLB) 217
ENGL3150,001,Brad Murff,11:00,11:50,MWF,Life Sciences Complex (LIFE) 240
ENGL3150,002,Brad Murff,12:00,12:50,MWF,Hickory Hall (HICK) 232
ENGL3150,003,Bruce C. Bond,10:00,12:50,M,General Academic Building (GAB) 417
ENGL3150,004,Bruce C. Bond,12:30,13:50,TuTh,Art Annex (ARTA) 137
ENGL3150,005,Daniel DeVaughn,12:30,13:50,MW,Gateway Center (GATE) 113
ENGL3150,006,Daniel DeVaughn,09:30,10:50,TuTh,Art Building (ART) 225
ENGL3150,007,Lauren Kalstad,09:30,10:50,MW,Environmental Science Building (ENV) 109
ENGL3150,008,Lauren Kalstad,14:00,16:50,M,General Academic Building (GAB) 497
ENGL3150,009,Raina J. Joines,14:30,15:50,MW,Business Leadership Building (BLB) 034
ENGL3150,010,Raina J. Joines,08:00,10:50,Th,General Academic Building (GAB) 378
ENGL4680,001,Marshall N. Armintor,13:00,13:50,MWF,Hickory Hall (HICK) 236
ENGL4680,002,Marshall N. Armintor,13:30,14:50,TuTh,Wooten Hall (WH) 278
ENGL2326,001,Adriane M. Bezusko,08:00,08:50,MWF,Language Building (LANG) 107
ENGL2326,002,Adriane M. Bezusko,11:30,12:50,TuTh,Auditorium Building (AUD) 209
ENGL2326,003,Carly L. Susser,10:30,11:50,TuTh,Art Building (ART) 202
ENGL2326,004,Carly L. Susser,08:00,08:50,MWF,Hickory Hall (HICK) 225
ENGL2326,005,Stephanie L. Hawkins,14:00,14:50,MWF,Wooten Hall (WH) 211
ENGL2326,006,Stephanie L. Hawkins,10:30,11:50,TuTh,Matthews Hall (MATT) 308
ENGL2326,007,Stephanie Vastine,14:00,14:50,MWF,Music Building (MUSI) 112
ENGL2326,008,Stephanie Vastine,11:30,12:50,TuTh,Gateway Center (GATE) 074
ENGL4145,001,Amos A. Magliocco,13:00,15:50,F,Gateway Center (GATE) 054
ENGL4145,002,Amos A. Magliocco,14:00,16:50,W,Art Annex (ARTA) 112
ENGL4660,001,Cindy K. Renker,13:30,14:50,MW,General Academic Building (GAB) 109
ENGL4660,002,Cindy K. Renker,13:30,14:50,TuTh,Matthews Hall (MATT) 104
ENGL4630,001,Raina J. Joines,08:00,10:50,T,Life Sciences Complex (LIFE) 287
ENGL4630,002,Raina J. Joines,10:30,11:50,MW,Gateway Center (GATE) 054
ENGL2351,001,Joshua E. Ibarra,10:30,11:50,TuTh,Environmental Science Building (ENV) 103
ENGL2351,002,Joshua E. Ibarra,09:00,09:50,MWF,Environmental Science Building (ENV) 215
ENGL4140,001,Darin Bradley,08:00,10:50,W,Life Sciences Complex (LIFE) 294
ENGL4140,002,Darin Bradley,11:30,12:50,TuTh,Hickory Hall (HICK) 233
ENGL3160,001,James P. Davis,15:00,17:50,F,Business Leadership Building (BLB) 144
ENGL3160,002,James P. Davis,12:30,13:50,TuTh,Life Sciences Complex (LIFE) 103
ENGL3160,003,Kimberly Grey,08:30,09:50,MW,Matthews Hall (MATT) 100
ENGL3160,004,Kimberly Grey,12:00,12:50,MWF,Art Annex (ARTA) 106
ENGL4120,001,Kimberly Grey,12:00,12:50,MWF,Language Building (LANG) 103
ENGL4120,002,Kimberly Grey,09:00,11:50,W,Matthews Hall (MATT) 309
ENGL1325,001,Amber Walters-Molina,10:00,10:50,MWF,Life Sciences Complex (LIFE) 264
ENGL1325,002,Amber Walters-Molina,08:30,09:50,TuTh,Life Sciences Complex (LIFE) 367
ENGL1325,003,Anne C. Schoolfield,15:00,15:50,MWF,Language Building (LANG) 102
ENGL1325,004,Anne C. Schoolfield,13:00,13:50,MWF,Art Annex (ARTA) 140
ENGL1325,005,Mariah L. Steele,16:00,16:50,MWF,Chemistry Building (CHEM) 115
ENGL1325,006,Mariah L. Steele,14:00,14:50,MWF,General Academic Building (GAB) 117
ENGL1325,007,Robert Tate T. Morrison,10:30,11:50,TuTh,Art Building (ART) 228
ENGL1325,008,Robert Tate T. Morrison,10:00,10:50,MWF,Gateway Center (GATE) 133
ENGL1321,001,Laura Hensch,11:00,11:50,MWF,Auditorium Building (AUD) 207
ENGL1321,002,Laura Hensch,14:00,14:50,MWF,Environmental Science Building (ENV) 254
ENGL1321,003,Lauren Kalstad,16:00,16:50,MWF,Business Leadership Building (BLB) 192
ENGL1321,004,Lauren Kalstad,16:00,16:50,MWF,Life Sciences Complex (LIFE) 217
ENGL3500,001,Amos A. Magliocco,14:30,15:50,TuTh,Business Leadership Building (BLB) 180
ENGL3500,002,Amos A. Magliocco,10:30,11:50,TuTh,Art Building (ART) 226
ENGL3500,003,Darin Bradley,08:00,10:50,W,Auditorium Building (AUD) 213
ENGL3500,004,Darin Bradley,10:30,11:50,MW,Life Sciences Complex (LIFE) 213
ENGL3500,005,Jonathan L. Duckworth,12:30,13:50,TuTh,Music Building (MUSI) 139
ENGL3500,006,Jonathan L. Duckworth,11:30,12:50,TuTh,General Academic Building (GAB) 111
ENGL1311,001,Madhuparna Mitra,15:00,15:50,MWF,Business Leadership Building (BLB) 268
ENGL1311,002,Madhuparna Mitra,13:30,14:50,MW,Life Sciences Complex (LIFE) 124
ENGL3200,001,Patrice P. Lyke,10:30,11:50,TuTh,Life Sciences Complex (LIFE) 228
ENGL3200,002,Patrice P. Lyke,08:00,08:50,MWF,Chemistry Building (CHEM) 205
ENGL3430,001,Mary Lutze,11:30,12:50,TuTh,Gateway Center (GATE) 062
ENGL3430,002,Mary Lutze,15:00,17:50,F,Matthews Hall (MATT) 311
ENGL3440,001,David D. Holdeman,11:30,12:50,MW,Auditorium Building (AUD) 212
ENGL3440,002,David D. Holdeman,14:00,16:50,W,Language Building (LANG) 109
ENGL4250,001,Vanessa Ramirez,16:00,16:50,MWF,Business Leadership Building (BLB) 062
ENGL4250,002,Vanessa Ramirez,08:00,10:50,T,Wooten Hall (WH) 237
ENGL1310,001,Abigayle Farrier,08:00,08:50,MWF,Hickory Hall (HICK) 224
ENGL1310,002,Abigayle Farrier,08:00,08:50,MWF,Life Sciences Complex (LIFE) 237
ENGL1310,003,Ammon Gillins,12:00,12:50,MWF,Environmental Science Building (ENV) 218
ENGL1310,004,Ammon Gillins,12:00,12:50,MWF,General Academic Building (GAB) 476
ENGL1310,005,Annmarie Woods,10:00,10:50,MWF,Matthews Hall (MATT) 114
ENGL1310,006,Annmarie Woods,16:00,16:50,MWF,Business Leadership Building (BLB) 028
ENGL1310,007,Ben R. Abercrombie,14:30,15:50,TuTh,Auditorium Building (AUD) 210
ENGL1310,008,Ben R. Abercrombie,10:00,10:50,MWF,Matthews Hall (MATT) 106
ENGL1310,009,Bleah Patterson,12:30,13:50,TuTh,Art Building (ART) 222
ENGL1310,010,Bleah Patterson,10:00,10:50,MWF,Business Leadership Building (BLB) 016
ENGL1310,011,Christine Van Pay,15:00,15:50,MWF,Art Annex (ARTA) 105
ENGL1310,012,Christine Van Pay,14:00,14:50,MWF,Wooten Hall (WH) 256
ENGL1310,013,Damilare Abiodun,16:30,17:50,MW,Language Building (LANG) 100
ENGL1310,014,Damilare Abiodun,10:30,11:50,MW,Life Sciences Complex (LIFE) 109
ENGL1310,015,Jamini Hariharan,08:00,08:50,MWF,Auditorium Building (AUD) 209
ENGL1310,016,Jamini Hariharan,15:00,15:50,MWF,Environmental Science Building (ENV) 260
ENGL1310,017,Jennifer Kraemer,10:00,10:50,MWF,Life Sciences Complex (LIFE) 200
ENGL1310,018,Jennifer Kraemer,12:00,12:50,MWF,General Academic Building (GAB) 114
ENGL1310,019,John Muellner,15:00,15:50,MWF,Hickory Hall (HICK) 251
ENGL1310,020,John Muellner,15:00,15:50,MWF,Life Sciences Complex (LIFE) 327
ENGL1310,021,Jonathan L. Duckworth,15:00,15:50,MWF,Matthews Hall (MATT) 113
ENGL1310,022,Jonathan L. Duckworth,08:00,08:50,MWF,Life Sciences Complex (LIFE) 370
ENGL1310,023,Katherine Schneider,16:00,16:50,MWF,Life Sciences Complex (LIFE) 206
ENGL1310,024,Katherine Schneider,08:00,08:50,MWF,Art Annex (ARTA) 102
ENGL1310,025,Kathleen Long,08:00,08:50,MWF,Music Building (MUSI) 138
ENGL1310,026,Kathleen Long,09:00,09:50,MWF,General Academic Building (GAB) 327
ENGL1310,027,Kristen M. Jackson,10:00,10:50,MWF,Life Sciences Complex (LIFE) 118
ENGL1310,028,Kristen M. Jackson,16:00,16:50,MWF,Life Sciences Complex (LIFE) 129
ENGL1310,029,Laura Hensch,13:00,13:50,MWF,General Academic Building (GAB) 323
ENGL1310,030,Laura Hensch,13:30,14:50,MW,Language Building (LANG) 101
ENGL1310,031,Lauren Smithwick,12:30,13:50,TuTh,Matthews Hall (MATT) 302
ENGL1310,032,Lauren Smithwick,12:00,12:50,MWF,Art Building (ART) 216
ENGL1310,033,Madhuparna Mitra,11:00,11:50,MWF,Life Sciences Complex (LIFE) 278
ENGL1310,034,Madhuparna Mitra,16:00,16:50,MWF,Gateway Center (GATE) 101
ENGL1310,035,Mary Lutze,12:00,12:50,MWF,Auditorium Building (AUD) 219
ENGL1310,036,Mary Lutze,16:30,17:50,MW,Music Building (MUSI) 139
ENGL1310,037,Micah Carlson,10:00,10:50,MWF,Music Building (MUSI) 131
ENGL1310,038,Micah Carlson,15:00,15:50,MWF,Matthews Hall (MATT) 312
ENGL1310,039,Rachel Sullivan,11:00,11:50,MWF,Environmental Science Building (ENV) 149
ENGL1310,040,Rachel Sullivan,08:00,08:50,MWF,Matthews Hall (MATT) 103
ENGL1310,041,Raina J. Joines,11:00,11:50,MWF,Auditorium Building (AUD) 213
ENGL1310,042,Raina J. Joines,13:00,13:50,MWF,Hickory Hall (HICK) 251
ENGL1310,043,Rehmat Ali,08:00,08:50,MWF,Life Sciences Complex (LIFE) 288
ENGL1310,044,Rehmat Ali,09:00,09:50,MWF,Environmental Science Building (ENV) 176
ENGL1310,045,Rhonda Lewis,13:00,13:50,MWF,General Academic Building (GAB) 103
ENGL1310,046,Rhonda Lewis,13:00,13:50,MWF,Language Building (LANG) 109
ENGL1310,047,Richard E. Joines,08:00,08:50,MWF,Life Sciences Complex (LIFE) 112
ENGL1310,048,Richard E. Joines,13:00,13:50,MWF,Matthews Hall (MATT) 307
ENGL1310,049,Robert Tate T. Morrison,15:30,16:50,TuTh,Business Leadership Building (BLB) 257
ENGL1310,050,Robert Tate T. Morrison,15:30,16:50,MW,Auditorium Building (AUD) 201
ENGL1310,051,Ross E. Wilcox,13:30,14:50,MW,Hickory Hall (HICK) 234
ENGL1310,052,Ross E. Wilcox,13:00,13:50,MWF,Art Annex (ARTA) 104
ENGL1310,053,Samiha Matin,08:30,09:50,MW,Art Building (ART) 212
ENGL1310,054,Samiha Matin,10:00,10:50,MWF,Music Building (MUSI) 138
ENGL1310,055,Samrand Avestan,09:00,09:50,MWF,Environmental Science Building (ENV) 280
ENGL1310,056,Samrand Avestan,12:30,13:50,TuTh,Auditorium Building (AUD) 202
ENGL1310,057,Sera Harris,11:00,11:50,MWF,Art Annex (ARTA) 128
ENGL1310,058,Sera Harris,11:30,12:50,MW,Wooten Hall (WH) 177
ENGL1310,059,Shannon M. Abbott,13:00,13:50,MWF,General Academic Building (GAB) 499
ENGL1310,060,Shannon M. Abbott,09:00,09:50,MWF,Matthews Hall (MATT) 100
ENGL1310,061,Staci Gentry,11:30,12:50,TuTh,Art Building (ART) 229
ENGL1310,062,Staci Gentry,16:00,16:50,MWF,Environmental Science Building (ENV) 298
ENGL1310,063,Vanessa Ramirez,09:00,09:50,MWF,Wooten Hall (WH) 273
ENGL1310,064,Vanessa Ramirez,08:30,09:50,TuTh,Matthews Hall (MATT) 112
ENGL1310,065,Wonjeong Kim,16:00,16:50,MWF,Business Leadership Building (BLB) 005
ENGL1310,066,Wonjeong Kim,08:00,08:50,MWF,Gateway Center (GATE) 082
ENGL1310,067,Yeganeh Taghvimi,08:00,08:50,MWF,Business Leadership Building (BLB) 071
ENGL1310,068,Yeganeh Taghvimi,08:30,09:50,MW,Music Building (MUSI) 119
ENGL4440,001,Jeffrey S. Doty,13:30,14:50,TuTh,Life Sciences Complex (LIFE) 224
ENGL4440,002,Jeffrey S. Doty,12:30,13:50,MW,Hickory Hall (HICK) 220
ENGL2341,001,Christine Van Pay,12:30,13:50,TuTh,Business Leadership Building (BLB) 180
ENGL2341,002,Christine Van Pay,08:00,08:50,MWF,Hickory Hall (HICK) 232
ENGL2341,003,Craig Cieslikowski,16:00,16:50,MWF,Art Annex (ARTA) 135
ENGL2341,004,Craig Cieslikowski,10:00,10:50,MWF,Environmental Science Building (ENV) 246
ENGL3920,001,Bryan M. Conn,12:30,13:50,TuTh,Art Building (ART) 217
ENGL3920,002,Bryan M. Conn,08:30,09:50,TuTh,Matthews Hall (MATT) 310
ENGL3920,003,Wonjeong Kim,14:00,14:50,MWF,General Academic Building (GAB) 322
ENGL3920,004,Wonjeong Kim,15:30,16:50,TuTh,Art Annex (ARTA) 119
ENGL4110,001,Tarfia Faizullah,11:30,12:50,MW,Hickory Hall (HICK) 205
ENGL4110,002,Tarfia Faizullah,10:00,12:50,M,Matthews Hall (MATT) 103
ENGL2331,001,Bryan M. Conn,15:00,15:50,MWF,Matthews Hall (MATT) 303
ENGL2331,002,Bryan M. Conn,12:30,13:50,TuTh,Art Annex (ARTA) 125
ENGL2331,003,Ian Finseth,13:00,13:50,MWF,Art Building (ART) 214
ENGL2331,004,Ian Finseth,09:00,09:50,MWF,Matthews Hall (MATT) 301
ENGL2331,005,Jennifer Kraemer,15:00,15:50,MWF,Life Sciences Complex (LIFE) 118
ENGL2331,006,Jennifer Kraemer,16:30,17:50,TuTh,Business Leadership Building (BLB) 056
ENGL2331,007,Rochelle Gregory,13:30,14:50,TuTh,Hickory Hall (HICK) 241
ENGL2331,008,Rochelle Gregory,12:00,12:50,MWF,Hickory Hall (HICK) 229
ENGL3840,001,Raina J. Joines,11:30,12:50,MW,Life Sciences Complex (LIFE) 370
ENGL3840,002,Raina J. Joines,14:30,15:50,MW,Gateway Center (GATE) 083
ENGL4900,001,Adriane M. Bezusko,14:30,15:50,TuTh,Auditorium Building (AUD) 218
ENGL4900,002,Adriane M. Bezusko,16:30,17:50,MW,Life Sciences Complex (LIFE) 322
ENGL4900,003,Raina J. Joines,15:00,15:50,MWF,Business Leadership Building (BLB) 080
ENGL4900,004,Raina J. Joines,13:00,15:50,F,Business Leadership Building (BLB) 061
ENGL2321,001,Laura Hensch,14:00,14:50,MWF,Gateway Center (GATE) 116
ENGL2321,002,Laura Hensch,14:00,14:50,MWF,Art Building (ART) 215
ENGL3140,001,Daniel Pena,08:00,10:50,M,Life Sciences Complex (LIFE) 217
ENGL3140,002,Daniel Pena,08:00,10:50,T,Business Leadership Building (BLB) 255
ENGL3140,003,John A. Tait,15:30,16:50,MW,Life Sciences Complex (LIFE) 226
ENGL3140,004,John A. Tait,13:00,15:50,W,Music Building (MUSI) 119
ENGL3140,005,Miroslav N. Penkov,14:00,16:50,W,Gateway Center (GATE) 114
ENGL3140,006,Miroslav N. Penkov,16:00,16:50,MWF,Language Building (LANG) 102
ENGL3140,007,Parul Kaushik,08:00,10:50,W,Hickory Hall (HICK) 203
ENGL3140,008,Parul Kaushik,16:00,16:50,MWF,Art Annex (ARTA) 107
ENGL3140,009,Ross E. Wilcox,08:00,10:50,T,Auditorium Building (AUD) 218
ENGL3140,010,Ross E. Wilcox,14:30,15:50,MW,Language Building (LANG) 106
ENGL3830,001,Robin Coffelt,10:30,11:50,TuTh,Matthews Hall (MATT) 302
ENGL3830,002,Robin Coffelt,13:30,14:50,MW,Auditorium Building (AUD) 204
GERM1020,001,Dionne Agawu,09:00,09:50,MWF,Hickory Hall (HICK) 248
GERM1020,002,Dionne Agawu,14:00,14:50,MWF,Life Sciences Complex (LIFE) 216
GERM1010,001,Marita Cleaver,11:00,11:50,MWF,Gateway Center (GATE) 042
GERM1010,002,Marita Cleaver,12:00,12:50,MWF,Life Sciences Complex (LIFE) 129
GERM4312,001,Christoph D. Weber,15:00,15:50,MWF,Matthews Hall (MATT) 104
GERM4312,002,Christoph D. Weber,10:00,12:50,W,Matthews Hall (MATT) 100
GERM3070,001,Cindy K. Renker,09:00,11:50,Th,Art Building (ART) 216
GERM3070,002,Cindy K. Renker,14:00,14:50,MWF,Chemistry Building (CHEM) 278
GERM2050,001,Cindy K. Renker,09:30,10:50,TuTh,Art Building (ART) 223
GERM2050,002,Cindy K. Renker,08:30,09:50,MW,Business Leadership Building (BLB) 054
GERM2040,001,Cindy K. Renker,08:00,08:50,MWF,Art Annex (ARTA) 123
GERM2040,002,Cindy K. Renker,16:00,16:50,MWF,Gateway Center (GATE) 111
GERM4900,001,Cindy K. Renker,10:30,11:50,TuTh,Art Building (ART) 207
GERM4900,002,Cindy K. Renker,15:00,15:50,MWF,Music Building (MUSI) 113
MATH4450,001,Charles H. Conley,13:00,13:50,MWF,Wooten Hall (WH) 210
MATH4450,002,Charles H. Conley,12:30,13:50,TuTh,Business Leadership Building (BLB) 045
MATH1650,001,Brandon Mather,10:00,10:50,MWF,Matthews Hall (MATT) 304
MATH1650,002,Brandon Mather,14:00,14:50,MWF,Environmental Science Building (ENV) 167
MATH1650,003,Eduardo S. Martinez Mendoza,12:00,12:50,MWF,Wooten Hall (WH) 180
MATH1650,004,Eduardo S. Martinez Mendoza,10:00,10:50,MWF,Art Building (ART) 223
MATH1650,005,Jacob Williams,16:30,17:50,TuTh,Matthews Hall (MATT) 101
MATH1650,006,Jacob Williams,08:00,08:50,MWF,Life Sciences Complex (LIFE) 323
MATH1650,007,Jayshree G. Medtia,12:00,12:50,MWF,Life Sciences Complex (LIFE) 129
MATH1650,008,Jayshree G. Medtia,15:00,15:50,MWF,General Academic Building (GAB) 413
MATH1650,009,Mani Dhakal,16:00,16:50,MWF,Matthews Hall (MATT) 307
MATH1650,010,Mani Dhakal,10:00,10:50,MWF,Business Leadership Building (BLB) 049
MATH1650,011,Matthew Phillips,12:00,12:50,MWF,Life Sciences Complex (LIFE) 110
MATH1650,012,Matthew Phillips,12:00,12:50,MWF,Music Building (MUSI) 137
MATH1650,013,Md Suzan Ahamed,08:00,08:50,MWF,Wooten Hall (WH) 296
MATH1650,014,Md Suzan Ahamed,14:00,14:50,MWF,Gateway Center (GATE) 071
MATH1650,015,Mike Hanson,13:30,14:50,TuTh,General Academic Building (GAB) 109
MATH1650,016,Mike Hanson,09:00,09:50,MWF,Language Building (LANG) 105
MATH1650,017,Minyi Chen,09:00,09:50,MWF,Art Building (ART) 204
MATH1650,018,Minyi Chen,15:00,15:50,MWF,Matthews Hall (MATT) 307
MATH1650,019,Nithya Venugopal,12:00,12:50,MWF,General Academic Building (GAB) 110
MATH1650,020,Nithya Venugopal,13:30,14:50,MW,Music Building (MUSI) 108
MATH1650,021,Robert Lattimer,08:00,08:50,MWF,Environmental Science Building (ENV) 182
MATH1650,022,Robert Lattimer,16:30,17:50,TuTh,Language Building (LANG) 101
MATH1650,023,Rumana Akther,10:00,10:50,MWF,Life Sciences Complex (LIFE) 398
MATH1650,024,Rumana Akther,08:30,09:50,TuTh,Life Sciences Complex (LIFE) 220
MATH1650,025,Steven B. Widmer,14:00,14:50,MWF,Environmental Science Building (ENV) 265
MATH1650,026,Steven B. Widmer,09:30,10:50,TuTh,Environmental Science Building (ENV) 225
MATH1650,027,Tekendra P. Bhatt,10:30,11:50,MW,Art Annex (ARTA) 106
MATH1650,028,Tekendra P. Bhatt,15:30,16:50,TuTh,Matthews Hall (MATT) 112
MATH3860,001,Jingxi (Jeffery) Liao,09:30,10:50,MW,Auditorium Building (AUD) 211
MATH3860,002,Jingxi (Jeffery) Liao,14:00,16:50,Th,Gateway Center (GATE) 045
MATH4900,001,Douglas P. Brozovic,15:30,16:50,MW,Life Sciences Complex (LIFE) 382
MATH4900,002,Douglas P. Brozovic,15:30,16:50,TuTh,Wooten Hall (WH) 261
MATH4900,003,Jianguo Liu,12:00,12:50,MWF,Matthews Hall (MATT) 113
MATH4900,004,Jianguo Liu,15:00,15:50,MWF,Environmental Science Building (ENV) 138
MATH4900,005,Kiko Kawamura,12:30,13:50,TuTh,Life Sciences Complex (LIFE) 366
MATH4900,006,Kiko Kawamura,12:00,14:50,F,General Academic Building (GAB) 441
MATH4900,007,Lior Fishman,08:00,08:50,MWF,Wooten Hall (WH) 127
MATH4900,008,Lior Fishman,14:00,16:50,M,Matthews Hall (MATT) 108
MATH4900,009,Mike Hanson,12:30,13:50,MW,Music Building (MUSI) 105
MATH4900,010,Mike Hanson,09:00,09:50,MWF,Matthews Hall (MATT) 105
MATH1780,001,Jingxi (Jeffery) Liao,08:30,09:50,MW,Gateway Center (GATE) 093
MATH1780,002,Jingxi (Jeffery) Liao,13:30,14:50,MW,Music Building (MUSI) 129
MATH1780,003,Kiko Kawamura,12:30,13:50,MW,Art Building (ART) 230
MATH1780,004,Kiko Kawamura,11:30,12:50,TuTh,Life Sciences Complex (LIFE) 105
